Word,Documents (With Count)
cabeça,"[(52, 1), (55, 5), (60, 1), (68, 1), (104, 1), (132, 2), (197, 2), (227, 1), (229, 2), (238, 2), (239, 2), (255, 1), (355, 1), (394, 1), (407, 1), (409, 3), (418, 1), (429, 1), (478, 1), (544, 1), (553, 1), (579, 1)]"
caravana,"[(52, 2), (457, 10), (583, 1)]"
necessariamente,"[(52, 1), (627, 4)]"
inocência,"[(52, 1), (62, 2), (198, 1), (217, 1), (223, 1), (276, 1), (448, 1), (577, 1)]"
exige,"[(52, 1), (102, 1), (122, 1), (137, 1), (158, 1), (195, 1), (376, 1), (613, 1)]"
reli,"[(52, 1)]"
lava,"[(52, 1), (56, 1), (105, 2), (130, 3), (137, 2), (138, 1), (146, 2), (182, 1), (198, 3), (217, 2), (223, 5), (224, 3), (266, 3), (304, 1), (308, 6), (361, 1), (367, 6), (368, 2), (372, 2), (388, 1), (396, 2), (398, 3), (404, 1), (424, 2), (445, 4), (480, 9), (484, 1), (535, 1), (542, 1), (555, 1), (584, 2), (603, 1), (608, 1)]"
universitário,"[(52, 1), (82, 1), (243, 1)]"
definido,"[(52, 1), (96, 1), (103, 1)]"
sítio,"[(52, 1), (61, 1), (224, 2)]"
lula.de,"[(52, 1)]"
triplex,"[(52, 1), (62, 2), (513, 2), (525, 1)]"
vejo,"[(52, 1), (137, 1), (252, 1), (508, 1), (609, 1)]"
ex-prefeito,"[(52, 2), (59, 1), (108, 1), (368, 1)]"
peres,"[(52, 1)]"
comum.,"[(52, 1)]"
escritos,"[(52, 1), (250, 1)]"
questionado,"[(52, 1), (179, 1), (210, 1), (229, 2), (615, 1)]"
machado,"[(52, 1), (119, 2), (128, 1), (237, 1), (316, 1), (393, 4), (429, 1), (543, 4)]"
vice-presidência,"[(52, 1), (625, 1)]"
correta,"[(52, 1), (102, 1), (465, 2)]"
li,"[(52, 1), (167, 1), (174, 1), (483, 1)]"
glênio,"[(52, 1)]"
paraná,"[(52, 1), (82, 2), (99, 3), (108, 1), (119, 1), (127, 1), (229, 1), (266, 1), (457, 5), (530, 1), (560, 1), (593, 1)]"
afetam,"[(52, 1), (229, 1), (545, 1)]"
contrário,"[(52, 1), (62, 1), (80, 2), (99, 1), (102, 1), (105, 1), (112, 1), (128, 1), (130, 1), (138, 1), (179, 1), (185, 1), (195, 1), (198, 1), (208, 1), (229, 1), (252, 1), (255, 1), (260, 1), (268, 1), (283, 1), (289, 1), (301, 1), (331, 1), (340, 1), (352, 2), (403, 1), (406, 1), (519, 1), (525, 1), (535, 1), (551, 1), (566, 3), (568, 1), (572, 1), (586, 1)]"
conversas.,"[(52, 1)]"
16h,"[(52, 1), (146, 3), (270, 1), (324, 1), (506, 1)]"
processos,"[(52, 1), (55, 2), (123, 1), (128, 1), (174, 1), (179, 1), (229, 1), (266, 1), (367, 1), (398, 1), (568, 4), (635, 2)]"
deveríamos,"[(52, 1)]"
atibaia,"[(52, 1), (121, 1), (593, 1)]"
rádio,"[(52, 1), (104, 1), (174, 2), (304, 1), (324, 1), (416, 1), (454, 1), (520, 1), (553, 1), (577, 1)]"
gestos,"[(52, 1), (57, 1)]"
florianópolis,"[(52, 1), (146, 1)]"
chapa,"[(52, 2), (207, 1), (248, 1), (285, 1), (372, 1), (378, 1), (625, 1)]"
juremir,"[(52, 1)]"
emocionante,"[(54, 1)]"
rostos,"[(54, 1)]"
cartazes,"[(54, 1), (57, 1), (243, 1), (579, 1)]"
ultrajano,"[(54, 2)]"
gritavam,"[(54, 1), (478, 1)]"
ibirapuera,"[(54, 1), (278, 1), (324, 1)]"
exibindo,"[(54, 1), (633, 1)]"
roubado,"[(55, 1)]"
amiguinho,"[(55, 1), (291, 1)]"
pmerj.me,"[(55, 1)]"
confira,"[(55, 1), (62, 1), (137, 1), (227, 1), (270, 1), (315, 1), (484, 1), (508, 1), (599, 1)]"
ser.mas,"[(55, 1)]"
andando,"[(55, 1), (252, 1), (628, 1)]"
inocentado,"[(55, 1)]"
leva,"[(55, 1), (62, 1), (63, 1), (103, 1), (108, 1), (149, 1), (208, 1), (273, 1), (294, 1), (465, 1), (519, 1), (566, 1), (577, 1)]"
assédio,"[(55, 1), (243, 3), (375, 1)]"
niterói,"[(55, 2), (467, 1)]"
falavam,"[(55, 1), (355, 1)]"
acontecia,"[(55, 1), (124, 1), (477, 1), (483, 1)]"
pior,"[(55, 1), (127, 1), (128, 1), (137, 1), (162, 3), (166, 1), (172, 1), (177, 1), (201, 2), (251, 3), (256, 1), (291, 3), (302, 1), (315, 1), (340, 1), (374, 1), (449, 1), (478, 1), (488, 2), (602, 2), (627, 1), (633, 1)]"
discriminado.na,"[(55, 1)]"
rolando,"[(55, 2)]"
permitir,"[(55, 1), (62, 1), (380, 1), (466, 1), (597, 2), (610, 1)]"
imaginava,"[(55, 3), (219, 1)]"
batida,"[(55, 1)]"
descendo,"[(55, 1)]"
trânsito,"[(55, 2), (248, 1), (260, 1)]"
quebrasse,"[(55, 1)]"
entendi,"[(55, 2), (252, 5)]"
quebrou,"[(55, 2), (534, 1), (606, 1)]"
touca,"[(55, 1)]"
empacotador,"[(55, 1)]"
ministra,"[(55, 1), (102, 1), (216, 1), (289, 2), (354, 4), (459, 1)]"
podiam,"[(55, 1), (61, 1), (167, 1), (268, 1)]"
nesses,"[(55, 1), (56, 1), (118, 1), (249, 1), (339, 1), (457, 1), (568, 1), (584, 1)]"
olheiro,"[(55, 1)]"
rj,"[(55, 1), (146, 1), (252, 1), (448, 2)]"
sinal,"[(55, 5), (108, 1), (123, 1), (147, 1), (158, 1), (165, 1), (217, 1), (239, 2), (306, 1), (397, 1), (437, 1), (582, 1), (596, 1)]"
achaque,"[(55, 1)]"
delação,"[(55, 1), (103, 1), (304, 1), (368, 1)]"
relaxei,"[(55, 1)]"
apartamentos,"[(55, 1)]"
dirige,"[(55, 1), (149, 1), (573, 1)]"
candidatar.o,"[(55, 1)]"
equipamentos,"[(55, 2), (103, 1), (568, 2)]"
saiu,"[(55, 1), (57, 1), (103, 1), (340, 1), (361, 1), (384, 1), (417, 1), (551, 1), (579, 1), (593, 1), (611, 1), (625, 1), (627, 1)]"
fuzis,"[(55, 3)]"
fechou,"[(55, 1), (223, 1), (324, 1), (478, 1), (586, 1)]"
lançado,"[(55, 1), (82, 1), (96, 1), (315, 1), (459, 1), (577, 1)]"
naquela,"[(55, 1), (103, 1), (167, 2), (193, 1), (219, 1), (294, 1), (360, 2), (395, 1), (457, 1)]"
batalhão,"[(55, 1), (379, 1), (406, 1), (477, 1)]"
stf,"[(55, 1), (102, 4), (128, 1), (146, 1), (179, 1), (217, 1), (223, 5), (260, 1), (283, 2), (289, 1), (361, 1), (367, 10), (368, 1), (379, 1), (388, 1), (398, 1), (424, 2), (445, 1), (531, 2), (544, 1), (549, 1), (560, 1), (600, 1)]"
pagode,"[(55, 1), (448, 1)]"
vincular,"[(55, 1)]"
repressão,"[(55, 1), (61, 1), (82, 2), (171, 2), (223, 1), (243, 1), (248, 1), (256, 1), (260, 1), (345, 1), (573, 1)]"
aterrorizaram,"[(55, 1)]"
olhando,"[(55, 1), (478, 1)]"
precisava,"[(55, 1), (129, 1), (219, 1), (622, 1)]"
chutar,"[(55, 2)]"
rock,"[(55, 2), (592, 2)]"
perigoso,"[(55, 4), (60, 2), (174, 1), (223, 1), (340, 1), (429, 1), (603, 1)]"
vidas,"[(55, 4), (61, 1), (82, 1), (145, 1), (249, 1), (259, 1), (429, 1), (514, 1), (546, 1), (548, 1)]"
weber,"[(55, 1), (102, 4), (367, 1)]"
adiantou,"[(55, 1)]"
mira,"[(55, 1), (158, 1), (223, 1), (236, 1), (297, 1), (372, 1)]"
lollapalooza,"[(55, 2), (233, 1)]"
ficamos,"[(55, 2), (251, 1), (300, 1)]"
salvando,"[(55, 2)]"
achei,"[(55, 1), (559, 1), (581, 1), (593, 1)]"
argumentos,"[(55, 1), (82, 1), (92, 1), (172, 1), (210, 1), (273, 2), (294, 2), (297, 1)]"
músicas,"[(55, 6), (61, 1), (124, 1), (174, 1), (267, 1), (287, 1), (559, 2), (581, 2)]"
morta,"[(55, 1), (327, 1), (407, 1)]"
direção,"[(55, 1), (104, 1), (138, 1), (235, 2), (255, 1), (278, 1), (300, 2), (355, 3), (452, 1), (471, 1), (477, 1), (496, 1), (519, 5), (550, 1), (560, 1), (568, 1), (623, 1)]"
ali.eles,"[(55, 1)]"
vidro,"[(55, 1), (417, 3), (606, 1)]"
ouvir,"[(55, 1), (82, 1), (219, 1), (249, 1), (252, 1), (376, 1), (457, 2), (477, 2), (515, 1), (549, 1), (559, 1), (593, 1)]"
câmera,"[(55, 1), (554, 1), (633, 2)]"
150,"[(55, 1), (160, 1), (270, 1)]"
concordaram,"[(55, 1)]"
criança,"[(55, 2), (59, 1), (167, 1), (174, 1), (249, 1), (252, 2), (352, 1), (501, 1), (517, 1), (531, 1), (553, 1), (566, 4), (568, 1)]"
premiada,"[(55, 1)]"
saímos,"[(55, 1)]"
ameaça,"[(55, 1), (56, 1), (103, 1), (105, 1), (126, 1), (182, 1), (214, 1), (223, 2), (289, 1), (327, 1), (331, 1), (354, 1), (367, 1), (429, 1), (471, 1), (492, 1), (525, 1), (526, 4), (545, 2), (572, 1), (573, 1), (577, 2), (603, 1), (627, 5)]"
pegaram,"[(55, 1)]"
boates,"[(55, 3), (289, 1)]"
deputada,"[(55, 1), (223, 2), (249, 2), (294, 2), (340, 1), (384, 1), (406, 1), (407, 1), (439, 1), (526, 1), (534, 1), (579, 1)]"
fura,"[(55, 1)]"
supermercado,"[(55, 1), (458, 1)]"
andar,"[(55, 1), (236, 1), (277, 1), (360, 1), (611, 1)]"
candidatado,"[(55, 3)]"
mc,"[(55, 6)]"
prendendo,"[(55, 2)]"
padrões,"[(55, 2), (201, 1), (433, 1), (544, 1)]"
pretos,"[(55, 2), (483, 3)]"
pcdob.,"[(55, 1)]"
agressivos,"[(55, 1), (158, 1)]"
levantei,"[(55, 1)]"
barraco,"[(55, 1), (298, 1), (443, 1)]"
experiências,"[(55, 1), (429, 1), (545, 1)]"
porta-luvas,"[(55, 1)]"
palavrão.alguns,"[(55, 1)]"
misturou,"[(55, 1)]"
paramos,"[(55, 1)]"
supremo,"[(55, 1), (57, 2), (62, 4), (99, 1), (102, 6), (103, 1), (128, 1), (179, 1), (212, 1), (223, 10), (266, 1), (277, 1), (361, 1), (367, 6), (368, 1), (398, 2), (424, 2), (480, 2), (525, 1), (549, 1), (583, 1), (584, 1), (586, 1), (600, 1)]"
upps,"[(55, 3)]"
dormindo,"[(55, 1)]"
novelas,"[(55, 1), (201, 4), (306, 2), (307, 1), (323, 2), (449, 2), (576, 1), (592, 1)]"
rio.,"[(55, 1)]"
atribui,"[(55, 1), (121, 1), (248, 1)]"
mala,"[(55, 1), (450, 1)]"
costumo,"[(55, 2), (82, 1), (594, 1)]"
aconselharam,"[(55, 1)]"
manchete,"[(55, 1), (294, 1), (345, 1), (579, 1)]"
corpus,"[(55, 1), (61, 2), (105, 1), (198, 1), (283, 1), (367, 3), (525, 1)]"
podia,"[(55, 2), (76, 1), (167, 1), (174, 1), (236, 1), (457, 1), (478, 1)]"
melhorando,"[(55, 1)]"
acha,"[(55, 1), (57, 1), (66, 1), (93, 1), (149, 1), (249, 1), (277, 1), (309, 2), (345, 1), (374, 1), (520, 2), (579, 1), (581, 1), (597, 1), (625, 1), (627, 2)]"
dj,"[(55, 3)]"
abaixar,"[(55, 2), (457, 1)]"
agrada,"[(55, 4), (194, 1)]"
monte,"[(55, 2), (119, 2), (137, 1), (153, 1), (477, 1), (573, 1), (595, 1)]"
morro,"[(55, 3), (477, 3)]"
interrompidas,"[(55, 1)]"
cena,"[(55, 1), (167, 1), (251, 1), (323, 1), (379, 1), (427, 1), (433, 4), (457, 1), (477, 1), (579, 1), (581, 1)]"
chocado,"[(55, 1)]"
trêmula,"[(55, 1)]"
rennan.,"[(55, 1)]"
indo,"[(55, 2), (127, 1), (252, 1), (633, 1)]"
favelada,"[(55, 2)]"
microfone,"[(55, 1), (146, 1), (185, 1), (238, 1), (452, 1)]"
circula,"[(55, 1), (212, 1)]"
exonerar,"[(55, 1)]"
boca,"[(55, 1), (212, 1), (252, 1), (279, 1), (327, 1), (373, 1), (403, 1), (437, 1), (530, 1), (550, 1), (586, 1)]"
carros,"[(55, 2), (96, 7), (248, 2), (361, 1), (384, 1)]"
fingir,"[(55, 1), (319, 1)]"
pobre,"[(55, 2), (63, 1), (167, 2), (174, 1), (179, 1), (182, 1), (249, 1), (251, 1), (288, 1), (320, 1), (400, 2), (409, 1), (448, 1), (573, 1)]"
cinema,"[(55, 2), (96, 1), (251, 1), (339, 1), (433, 1), (576, 1)]"
arbitrariedades,"[(55, 1), (182, 1), (584, 1)]"
show.no,"[(55, 1)]"
25,"[(55, 3), (73, 1), (108, 1), (127, 1), (147, 1), (185, 1), (232, 1), (270, 1), (289, 2), (552, 1), (577, 1), (633, 1)]"
dubai.nenhum,"[(55, 1)]"
trabalha,"[(55, 3), (119, 1), (289, 1), (294, 1), (508, 1), (550, 1)]"
morre,"[(55, 1), (137, 1), (223, 1), (409, 1), (457, 1), (573, 1)]"
aconteçam,"[(55, 1)]"
negado,"[(55, 1), (354, 1)]"
baile,"[(55, 8)]"
corregedoria,"[(55, 2)]"
cantava,"[(55, 1), (108, 1), (174, 1), (542, 1), (592, 1)]"
festas,"[(55, 3)]"
vínculo,"[(55, 1), (59, 1), (137, 1), (195, 1), (229, 2), (577, 1)]"
íntegra.o,"[(55, 1)]"
tranquilos,"[(55, 1)]"
voltando,"[(55, 1), (61, 1), (81, 1), (407, 1), (525, 1)]"
perto,"[(55, 2), (108, 2), (174, 2), (179, 1), (249, 1), (300, 1), (331, 1), (398, 1), (488, 1), (502, 1), (540, 1), (573, 2), (579, 1), (604, 1)]"
diretores,"[(55, 1), (108, 1), (368, 1), (519, 1), (550, 1), (579, 1)]"
marginalização,"[(55, 1)]"
uber,"[(55, 1), (466, 1)]"
associação,"[(55, 1), (60, 1), (104, 2), (108, 1), (130, 1), (133, 1), (158, 2), (207, 1), (237, 1), (304, 1), (448, 2), (484, 1), (572, 1), (577, 1), (592, 1), (627, 1)]"
botaram,"[(55, 1), (508, 1)]"
encapuzado,"[(55, 1)]"
antigamente,"[(55, 2), (158, 1), (252, 1)]"
novela,"[(55, 1), (160, 1), (201, 1), (295, 1), (306, 1), (323, 1), (390, 1), (410, 3), (437, 3), (449, 2), (506, 1), (518, 1)]"
bailes,"[(55, 3)]"
dispara.se,"[(55, 1)]"
agentes,"[(55, 1), (82, 2), (88, 1), (130, 1), (132, 1), (138, 1), (165, 1), (179, 2), (208, 1), (212, 1), (264, 1), (270, 2), (273, 2), (283, 1), (324, 1), (380, 1), (404, 1), (406, 1), (407, 1), (430, 1), (477, 1), (531, 1)]"
funkeiro,"[(55, 2)]"
veio,"[(55, 2), (62, 3), (121, 1), (137, 1), (138, 3), (147, 1), (174, 2), (177, 1), (237, 1), (249, 1), (282, 1), (302, 1), (304, 1), (360, 1), (361, 1), (397, 1), (409, 1), (418, 1), (433, 1), (478, 1), (480, 1), (508, 1), (517, 1), (545, 1), (549, 1), (559, 1), (577, 1), (581, 1), (586, 1), (632, 1), (633, 1)]"
acabar,"[(55, 3), (102, 1), (113, 1), (128, 1), (137, 1), (153, 1), (157, 1), (158, 1), (166, 1), (174, 1), (185, 1), (278, 2), (289, 1), (319, 1), (540, 1), (552, 1), (590, 1)]"
revistar,"[(55, 1)]"
nervosa,"[(55, 2)]"
conversou,"[(55, 1), (62, 1), (270, 1), (577, 1)]"
entra,"[(55, 1), (61, 1), (108, 1), (126, 1), (138, 1), (294, 1), (327, 1)]"
último,"[(55, 1), (60, 1), (62, 1), (72, 1), (108, 2), (130, 1), (132, 1), (167, 1), (171, 1), (201, 1), (212, 1), (224, 1), (248, 2), (266, 1), (283, 1), (295, 1), (309, 1), (393, 1), (419, 1), (429, 1), (431, 1), (460, 1), (471, 1), (502, 1), (505, 1), (543, 1), (566, 2), (573, 1), (631, 1)]"
carol.a,"[(55, 1)]"
apontados,"[(55, 1)]"
descubro,"[(55, 1)]"
mundo.,"[(55, 1)]"
cá,"[(55, 1), (114, 1), (433, 1), (508, 1)]"
choque,"[(55, 1), (57, 1), (174, 1), (236, 1), (251, 1), (376, 1), (492, 1)]"
estacionei,"[(55, 1)]"
ia,"[(55, 2), (112, 2), (132, 1), (167, 3), (174, 3), (229, 1), (339, 1), (347, 1), (384, 1), (395, 2), (508, 1), (548, 1), (627, 1)]"
raízes,"[(55, 1)]"
gente…,"[(55, 1)]"
louco,"[(55, 1), (60, 1), (256, 1)]"
destaca,"[(55, 1), (104, 1), (162, 1), (283, 2), (380, 1), (519, 1), (566, 1)]"
pau,"[(55, 1), (68, 1), (219, 1), (331, 1), (542, 1), (552, 1)]"
icaraí,"[(55, 2)]"
choque.com,"[(55, 1)]"
crescido,"[(55, 1), (126, 1)]"
ajudo,"[(55, 1)]"
liberaram,"[(55, 3)]"
pareciam,"[(55, 2), (545, 1)]"
ganhando,"[(55, 1), (237, 1), (252, 1), (632, 1)]"
pedia,"[(55, 1), (119, 1), (229, 1), (289, 1), (368, 1), (600, 1)]"
malas,"[(55, 1), (278, 1)]"
colocarem,"[(55, 1), (520, 1)]"
escócia,"[(55, 1)]"
carol,"[(55, 2)]"
acabaram,"[(55, 1), (158, 1)]"
perguntando,"[(55, 2)]"
quisessem,"[(55, 2)]"
uns,"[(55, 2), (91, 1), (208, 1), (210, 1), (268, 1), (289, 1), (304, 1), (318, 1), (410, 1), (460, 1), (549, 1), (559, 1), (579, 1), (581, 1)]"
policial.para,"[(55, 1)]"
carro,"[(55, 20), (96, 8), (229, 1), (579, 1), (597, 1), (627, 1)]"
mesmo.essa,"[(55, 1)]"
acabar.o,"[(55, 1)]"
penha,"[(55, 2)]"
tiro,"[(55, 4), (71, 1), (95, 1), (229, 1), (249, 1), (282, 1), (324, 1), (379, 1), (415, 1), (457, 1), (477, 4), (508, 2), (544, 1), (597, 1), (627, 1)]"
lancei,"[(55, 5), (631, 1)]"
entrei,"[(55, 1), (167, 1), (223, 1), (508, 1)]"
poesia,"[(55, 1)]"
aglomerar,"[(55, 1)]"
revistava,"[(55, 1)]"
mandavam,"[(55, 1)]"
deitar,"[(55, 1)]"
percebi,"[(55, 1), (249, 1), (252, 1)]"
shows,"[(55, 2), (583, 1)]"
rodando,"[(55, 2)]"
interrompido,"[(55, 1), (252, 1)]"
porta,"[(55, 1), (56, 1), (102, 1), (192, 1), (282, 2), (376, 1), (397, 1), (459, 2), (517, 1), (561, 1)]"
acontecer,"[(55, 2), (56, 1), (62, 1), (97, 1), (103, 1), (146, 1), (214, 1), (217, 1), (252, 1), (264, 1), (376, 1), (534, 1), (548, 1), (552, 2), (582, 1)]"
feminicídio,"[(55, 3), (249, 1), (327, 1), (407, 1)]"
coisa.primeiro,"[(55, 1)]"
pergunta,"[(55, 1), (94, 1), (167, 1), (217, 1), (223, 2), (249, 1), (251, 1), (277, 1), (300, 1), (306, 1), (340, 1), (372, 1), (398, 2)]"
cantou,"[(55, 1), (174, 1)]"
witzel,"[(55, 1), (235, 1), (603, 1)]"
sofrer,"[(55, 1), (135, 1), (137, 1), (262, 1), (406, 1), (585, 1)]"
postei,"[(55, 1)]"
comete,"[(55, 3), (58, 2), (229, 1), (324, 1), (549, 1), (577, 1)]"
tentou,"[(55, 1), (58, 1), (88, 1), (108, 1), (132, 1), (136, 1), (239, 1), (277, 1), (294, 4), (393, 1), (397, 1), (403, 1), (506, 1), (526, 1), (543, 1), (593, 1), (608, 1)]"
facebook,"[(55, 1), (59, 1), (67, 1), (86, 3), (133, 1), (172, 1), (277, 1), (297, 1), (542, 1), (577, 4), (586, 1), (593, 1), (600, 2), (610, 1), (635, 1)]"
comecei,"[(55, 3), (252, 1), (559, 1), (581, 1), (615, 1)]"
olhada,"[(55, 1), (573, 1)]"
rennan,"[(55, 5)]"
relato,"[(55, 1), (219, 2), (235, 1), (254, 1), (408, 1), (477, 1)]"
olhei,"[(55, 1), (559, 1), (581, 1), (615, 2)]"
gastar,"[(55, 1), (118, 1), (301, 1), (380, 1)]"
parada,"[(55, 2), (252, 1), (502, 1), (577, 1)]"
ativistas,"[(55, 1), (82, 1), (467, 1), (573, 1)]"
sites,"[(55, 1), (121, 1), (289, 1), (442, 2), (560, 1), (623, 1)]"
forjarem,"[(55, 1)]"
favelado,"[(55, 3)]"
apologia,"[(55, 4), (192, 1), (212, 1), (302, 1), (380, 1), (427, 1), (467, 1)]"
deixaeudançar,"[(55, 1)]"
falei,"[(55, 5), (102, 1), (174, 1), (249, 1), (252, 2), (549, 1), (557, 1), (591, 1), (629, 1)]"
deitada,"[(55, 1)]"
reinvenção,"[(55, 1)]"
proporção,"[(55, 1), (114, 1), (268, 1), (442, 1)]"
enriquecendo,"[(55, 5)]"
abrir,"[(55, 1), (104, 1), (128, 1), (135, 1), (153, 1), (158, 2), (174, 1), (192, 1), (194, 1), (223, 1), (248, 1), (249, 1), (287, 1), (289, 1), (367, 2), (424, 1), (579, 1), (592, 1)]"
puta,"[(55, 1), (99, 1)]"
batalha,"[(55, 1), (62, 1), (98, 1), (100, 1), (243, 1), (294, 1), (488, 1), (566, 1), (590, 1), (597, 1)]"
abertos,"[(55, 1), (207, 1), (466, 1), (471, 1)]"
criminalizar,"[(55, 1), (251, 1), (445, 1), (627, 1)]"
xingar,"[(55, 1), (297, 1), (300, 1)]"
adolescente,"[(55, 1), (132, 1), (237, 1), (249, 1), (466, 1), (531, 1), (566, 2)]"
favela,"[(55, 5), (270, 1), (492, 1), (534, 1)]"
combatido,"[(55, 1)]"
ajudando,"[(55, 1), (243, 1), (444, 1)]"
aterrorizada,"[(55, 1)]"
tati,"[(55, 1)]"
bandidos,"[(55, 3), (162, 1), (171, 1), (229, 1), (345, 1)]"
conheciam,"[(55, 1)]"
funks,"[(55, 1)]"
perdi,"[(55, 2), (252, 1), (584, 1)]"
vertente,"[(55, 1)]"
provaso,"[(55, 1)]"
acabado,"[(55, 1), (627, 1)]"
visível,"[(55, 1)]"
tremi,"[(55, 1)]"
garotos,"[(55, 1), (239, 1), (502, 1), (517, 1), (532, 1)]"
renna,"[(55, 1)]"
pesada,"[(55, 3), (174, 1), (282, 1), (315, 1), (603, 1)]"
funções,"[(55, 1), (61, 3), (97, 1), (102, 1), (162, 1), (283, 1), (525, 1), (590, 1)]"
gaiola,"[(55, 5), (313, 1)]"
cheguei,"[(55, 1), (458, 1), (549, 1), (557, 1), (573, 1), (629, 1)]"
funkeiros,"[(55, 1)]"
djs,"[(55, 1)]"
operações,"[(55, 3), (103, 1), (236, 1), (368, 1), (372, 2), (406, 1), (477, 2), (525, 1)]"
ganhar,"[(55, 1), (81, 1), (82, 1), (118, 1), (127, 3), (153, 1), (158, 1), (165, 1), (167, 1), (252, 1), (289, 1), (488, 1), (492, 1), (613, 1)]"
sinceramente,"[(55, 2)]"
viatura,"[(55, 1), (66, 1), (132, 1)]"
comigo.eu,"[(55, 1), (252, 1)]"
viajar,"[(55, 1), (57, 1), (291, 1)]"
rolou,"[(55, 1)]"
aí,"[(55, 10), (93, 1), (126, 1), (135, 1), (174, 1), (223, 1), (229, 1), (238, 1), (255, 1), (300, 1), (427, 1), (443, 1), (452, 1), (458, 1), (459, 1), (477, 1), (478, 1), (480, 1), (501, 1), (508, 1), (525, 2), (549, 1), (559, 1), (568, 1), (581, 2), (615, 1), (622, 1), (627, 2)]"
extrapolar,"[(55, 1)]"
13,"[(55, 1), (61, 1), (108, 1), (127, 1), (132, 3), (146, 1), (147, 1), (153, 1), (167, 1), (177, 1), (212, 1), (237, 1), (306, 1), (332, 1), (345, 1), (360, 1), (362, 2), (407, 1), (418, 1), (477, 7), (583, 1)]"
necessárias,"[(55, 1), (525, 1), (552, 1)]"
começar,"[(55, 1), (72, 1), (93, 1), (118, 1), (126, 1), (277, 1), (418, 1), (488, 1), (505, 1), (573, 1)]"
torturado,"[(55, 1), (236, 1), (370, 1), (465, 1), (470, 1), (573, 1)]"
pediam,"[(55, 2), (76, 1), (167, 1)]"
criminalização,"[(55, 1), (99, 1), (102, 1), (133, 1), (171, 1), (285, 1), (534, 1), (549, 1), (566, 2), (627, 1)]"
matar,"[(55, 2), (134, 1), (137, 1), (208, 1), (229, 1), (251, 1), (375, 1), (448, 1), (477, 6), (508, 1), (573, 1), (577, 1), (603, 1), (627, 1)]"
piranha,"[(55, 1), (477, 1)]"
conivente,"[(55, 1)]"
isso.mas,"[(55, 1)]"
olhou,"[(55, 1)]"
entrevistaram,"[(55, 1)]"
socioeconômicas,"[(55, 1)]"
séries,"[(55, 1), (585, 1)]"
bpm,"[(55, 1)]"
canto,"[(55, 2), (61, 1), (168, 1)]"
mcs,"[(55, 5)]"
parava,"[(55, 1)]"
cantora,"[(55, 1), (69, 2), (73, 2), (267, 2), (287, 1), (600, 1)]"
depor,"[(55, 1), (477, 1), (628, 1)]"
graça,"[(55, 1), (71, 1), (238, 1), (568, 1)]"
atacada,"[(55, 1), (633, 1)]"
traficante,"[(55, 1)]"
acabando,"[(55, 3), (174, 1)]"
chamar,"[(55, 1), (57, 1), (68, 1), (82, 2), (185, 1), (207, 1), (238, 1), (252, 1), (259, 1), (289, 1), (309, 1), (331, 1), (396, 1), (627, 1)]"
começaram,"[(55, 1), (82, 1), (237, 1), (249, 1), (289, 2), (352, 2), (360, 1), (446, 1), (460, 1), (478, 1), (549, 1)]"
chão,"[(55, 1), (229, 1), (237, 1), (360, 2), (373, 1), (409, 1), (478, 1), (606, 1)]"
normal,"[(55, 1), (66, 1), (126, 1), (252, 3), (577, 1)]"
esforço,"[(55, 1), (82, 1), (166, 1), (266, 1), (397, 1), (455, 1), (460, 2), (545, 1), (572, 1)]"
arrego,"[(55, 1)]"
pensando,"[(55, 1), (525, 1), (542, 1), (550, 1), (603, 1)]"
filme,"[(55, 1), (59, 1), (94, 1), (124, 3), (146, 2), (172, 1), (207, 1), (214, 1), (251, 13), (270, 1), (393, 1), (543, 1), (544, 1), (592, 1), (597, 1), (631, 1)]"
2018.,"[(55, 1), (59, 2), (76, 1), (99, 1), (146, 1), (282, 1), (317, 1), (319, 1), (545, 1), (579, 1)]"
pé,"[(55, 1), (71, 1), (133, 1), (236, 1), (238, 1), (266, 1), (278, 1), (323, 1), (404, 2), (433, 1), (488, 1), (542, 1), (597, 1)]"
dubai,"[(55, 1)]"
vou,"[(55, 4), (60, 1), (63, 1), (68, 1), (96, 1), (105, 1), (148, 1), (149, 1), (229, 1), (249, 4), (252, 1), (288, 1), (362, 1), (403, 1), (443, 1), (458, 1), (480, 1), (501, 1), (508, 2), (534, 1), (549, 1), (553, 1), (557, 1), (560, 1), (603, 1), (625, 1), (627, 1), (629, 1), (633, 1)]"
upp,"[(55, 2)]"
entendi.falei,"[(55, 1)]"
sombria.eu,"[(55, 1)]"
discriminado,"[(55, 1), (86, 1)]"
acústica,"[(55, 1)]"
empregos,"[(55, 2), (80, 5), (182, 2), (210, 1), (273, 2), (403, 2), (525, 1)]"
pararam,"[(55, 1), (457, 1), (478, 1), (525, 1)]"
lugares,"[(55, 2), (61, 2), (132, 1), (174, 1), (627, 1)]"
ajuda,"[(55, 1), (56, 1), (60, 1), (118, 1), (227, 1), (243, 1), (260, 1), (345, 1), (360, 1), (397, 1), (429, 2), (443, 1), (455, 3), (477, 1), (495, 1), (517, 2), (573, 1), (583, 5), (593, 1), (609, 5), (615, 1)]"
fechado,"[(55, 1), (61, 1), (124, 1), (223, 1), (623, 1)]"
morros,"[(55, 1), (112, 1)]"
sofri,"[(55, 3)]"
2010,"[(55, 1), (82, 1), (132, 1), (368, 4), (525, 2), (627, 1)]"
